Timestamp,Authentication_Success,Device_ID,Device_Type,User_ID
2018-01-18 18:02:00.609967,SUCCESS,165344,Mobile App,789731

2018-01-18 18:02:26.609967,SUCCESS,625225,Mobile App,645703

2018-01-18 18:02:29.609967,SUCCESS,829537,Phone Call,837651

2018-01-18 18:03:17.609967,FAIL,324534,Text,675737

2018-01-18 18:03:20.609967,SUCCESS,805137,Phone Call,284539

2018-01-18 18:04:06.609967,SUCCESS,109942,Text,576372

2018-01-18 18:04:15.609967,SUCCESS,735299,Mobile App,902442

2018-01-18 18:05:13.609967,SUCCESS,891843,Key Fob,676782

2018-01-18 18:05:28.609967,SUCCESS,593346,Mobile App,651104

2018-01-18 18:06:12.609967,SUCCESS,571195,Phone Call,757139

2018-01-18 18:06:47.609967,SUCCESS,128735,Phone Call,211840

2018-01-18 18:06:52.609967,SUCCESS,802064,Mobile App,739630

2018-01-18 18:07:24.609967,SUCCESS,842108,Mobile App,530110

2018-01-18 18:08:24.609967,SUCCESS,131543,Key Fob,378700

2018-01-18 18:09:13.609967,SUCCESS,580757,Key Fob,915373

2018-01-18 18:09:51.609967,SUCCESS,794628,Mobile App,410835

2018-01-18 18:10:43.609967,FAIL,314472,Text,702698

2018-01-18 18:11:42.609967,SUCCESS,462651,Mobile App,536460

2018-01-18 18:12:31.609967,SUCCESS,804609,Mobile App,370606

2018-01-18 18:13:12.609967,SUCCESS,275922,Text,229320

2018-01-18 18:13:51.609967,FAIL,626885,Text,182667

2018-01-18 18:14:06.609967,SUCCESS,640574,Mobile App,242952

2018-01-18 18:14:55.609967,SUCCESS,791340,Mobile App,690115

2018-01-18 18:15:17.609967,SUCCESS,611015,Mobile App,135395

2018-01-18 18:15:43.609967,FAIL,672381,Mobile App,449853

2018-01-18 18:16:18.609967,SUCCESS,365118,Mobile App,191709

2018-01-18 18:16:49.609967,SUCCESS,640574,Mobile App,242952

2018-01-18 18:17:12.609967,SUCCESS,271387,Mobile App,668049

2018-01-18 18:17:37.609967,SUCCESS,518741,Mobile App,440292

2018-01-18 18:18:00.609967,SUCCESS,459198,Phone Call,128893

2018-01-18 18:18:01.609967,FAIL,919242,Mobile App,569816

2018-01-18 18:18:43.609967,SUCCESS,653170,Phone Call,175761

2018-01-18 18:19:22.609967,SUCCESS,628350,Text,188384

2018-01-18 18:20:17.609967,SUCCESS,489711,Mobile App,701891

2018-01-18 18:20:49.609967,SUCCESS,898317,Mobile App,444293

2018-01-18 18:21:11.609967,SUCCESS,444280,Text,235567

2018-01-18 18:21:55.609967,SUCCESS,131855,Mobile App,692841

2018-01-18 18:22:50.609967,SUCCESS,557333,Phone Call,496037

2018-01-18 18:23:05.609967,SUCCESS,710567,Phone Call,447653

2018-01-18 18:23:47.609967,FAIL,846028,Phone Call,549544

2018-01-18 18:24:14.609967,SUCCESS,314297,Mobile App,550163

2018-01-18 18:24:40.609967,SUCCESS,984492,Mobile App,750612

2018-01-18 18:25:13.609967,SUCCESS,310426,Mobile App,970932

2018-01-18 18:26:06.609967,FAIL,852597,Phone Call,599324

2018-01-18 18:26:58.609967,SUCCESS,519119,Mobile App,967379

2018-01-18 18:27:15.609967,SUCCESS,165344,Mobile App,789731

2018-01-18 18:28:09.609967,SUCCESS,135233,Mobile App,806359

2018-01-18 18:28:11.609967,FAIL,302104,Text,734470

2018-01-18 18:28:34.609967,SUCCESS,104499,Phone Call,528995

2018-01-18 18:29:04.609967,SUCCESS,479224,Mobile App,483150

2018-01-18 18:29:20.609967,FAIL,768964,Mobile App,342886

2018-01-18 18:29:56.609967,SUCCESS,260955,Key Fob,553135

2018-01-18 18:30:35.609967,SUCCESS,837730,Key Fob,134445

2018-01-18 18:30:42.609967,SUCCESS,282645,Mobile App,487783

2018-01-18 18:30:48.609967,SUCCESS,138021,Mobile App,132381

2018-01-18 18:31:06.609967,SUCCESS,300853,Mobile App,319559

2018-01-18 18:32:00.609967,SUCCESS,594625,Phone Call,746742

2018-01-18 18:32:52.609967,SUCCESS,174505,Key Fob,580721

2018-01-18 18:33:26.609967,SUCCESS,944209,Mobile App,296371

2018-01-18 18:33:34.609967,SUCCESS,604133,Text,173030

2018-01-18 18:34:09.609967,SUCCESS,215840,Phone Call,182731

2018-01-18 18:34:39.609967,SUCCESS,881425,Mobile App,630341

2018-01-18 18:35:30.609967,SUCCESS,453375,Key Fob,275132

2018-01-18 18:36:28.609967,SUCCESS,763021,Mobile App,327472

2018-01-18 18:37:14.609967,SUCCESS,773807,Phone Call,478638

2018-01-18 18:37:38.609967,SUCCESS,269351,Text,296371

2018-01-18 18:38:20.609967,SUCCESS,301438,Mobile App,276273

2018-01-18 18:39:09.609967,SUCCESS,729536,Phone Call,824751

2018-01-18 18:39:27.609967,SUCCESS,259239,Mobile App,885498

2018-01-18 18:39:44.609967,SUCCESS,299292,Mobile App,805937

2018-01-18 18:40:42.609967,FAIL,481433,Phone Call,565191

2018-01-18 18:40:47.609967,SUCCESS,519100,Mobile App,143868

2018-01-18 18:41:43.609967,SUCCESS,907116,Text,624374

2018-01-18 18:42:35.609967,SUCCESS,462651,Mobile App,536460

2018-01-18 18:42:48.609967,SUCCESS,367773,Mobile App,544202

2018-01-18 18:43:03.609967,FAIL,802064,Mobile App,739630

2018-01-18 18:43:42.609967,SUCCESS,452265,Mobile App,129475

2018-01-18 18:44:07.609967,SUCCESS,669825,Mobile App,985336

2018-01-18 18:44:45.609967,SUCCESS,417508,Phone Call,440494

2018-01-18 18:45:18.609967,SUCCESS,387141,Phone Call,183910

2018-01-18 18:45:43.609967,SUCCESS,977110,Mobile App,110173

2018-01-18 18:46:00.609967,SUCCESS,655496,Mobile App,194533

2018-01-18 18:46:59.609967,FAIL,400278,Mobile App,614652

2018-01-18 18:47:20.609967,SUCCESS,460269,Mobile App,923547

2018-01-18 18:47:24.609967,SUCCESS,435828,Phone Call,144681

2018-01-18 18:48:13.609967,FAIL,223724,Mobile App,783460

2018-01-18 18:48:54.609967,SUCCESS,337178,Mobile App,233236

2018-01-18 18:49:00.609967,SUCCESS,307664,Mobile App,733011

2018-01-18 18:49:03.609967,FAIL,326342,Phone Call,701368

2018-01-18 18:50:00.609967,SUCCESS,141746,Mobile App,201310

2018-01-18 18:50:45.609967,SUCCESS,184845,Phone Call,409222

2018-01-18 18:51:31.609967,FAIL,704194,Key Fob,524267

2018-01-18 18:51:33.609967,FAIL,108313,Text,664731

2018-01-18 18:51:59.609967,SUCCESS,609787,Text,262202

2018-01-18 18:52:38.609967,SUCCESS,516333,Mobile App,180649

2018-01-18 18:52:48.609967,SUCCESS,320433,Phone Call,399991

2018-01-18 18:53:22.609967,SUCCESS,444220,Phone Call,754580

2018-01-18 18:54:18.609967,SUCCESS,315185,Phone Call,404553

2018-01-18 18:54:57.609967,SUCCESS,926326,Mobile App,715278

2018-01-18 18:55:00.609967,SUCCESS,910833,Text,725215

2018-01-18 18:55:34.609967,FAIL,865091,Key Fob,343350

2018-01-18 18:56:02.609967,SUCCESS,642113,Mobile App,401185

2018-01-18 18:56:22.609967,SUCCESS,413191,Phone Call,651773

2018-01-18 18:56:41.609967,SUCCESS,393384,Key Fob,740628

2018-01-18 18:57:25.609967,SUCCESS,320497,Mobile App,788948

2018-01-18 18:58:12.609967,SUCCESS,669825,Mobile App,985336

2018-01-18 18:59:06.609967,SUCCESS,126249,Text,638733

2018-01-18 18:59:18.609967,SUCCESS,109942,Text,576372

2018-01-18 18:59:30.609967,SUCCESS,899923,Mobile App,647608

2018-01-18 19:00:24.609967,SUCCESS,551890,Phone Call,717221

2018-01-18 19:00:29.609967,SUCCESS,301438,Mobile App,276273

2018-01-18 19:01:25.609967,SUCCESS,774410,Mobile App,457103

2018-01-18 19:01:31.609967,SUCCESS,502576,Text,169477

2018-01-18 19:02:24.609967,SUCCESS,765764,Key Fob,898376

2018-01-18 19:02:52.609967,FAIL,917222,Mobile App,257159

2018-01-18 19:03:52.609967,SUCCESS,350457,Text,362697

2018-01-18 19:04:36.609967,SUCCESS,504128,Text,253766

2018-01-18 19:05:05.609967,SUCCESS,628350,Text,188384

2018-01-18 19:06:04.609967,SUCCESS,245804,Text,205332

2018-01-18 19:06:13.609967,SUCCESS,465871,Mobile App,839484

2018-01-18 19:06:49.609967,SUCCESS,671095,Phone Call,560625

2018-01-18 19:07:25.609967,SUCCESS,916333,Mobile App,905770

2018-01-18 19:07:59.609967,SUCCESS,356169,Mobile App,627293

2018-01-18 19:08:40.609967,SUCCESS,822332,Mobile App,436466

2018-01-18 19:09:26.609967,SUCCESS,267210,Phone Call,899151

2018-01-18 19:09:50.609967,SUCCESS,467669,Mobile App,362341

2018-01-18 19:10:18.609967,SUCCESS,127139,Text,142067

2018-01-18 19:11:15.609967,SUCCESS,916295,Phone Call,337243

2018-01-18 19:12:06.609967,SUCCESS,134260,Mobile App,584225

2018-01-18 19:12:51.609967,SUCCESS,224508,Phone Call,682947

2018-01-18 19:13:33.609967,SUCCESS,761462,Phone Call,127127

2018-01-18 19:14:23.609967,SUCCESS,472070,Mobile App,898376

2018-01-18 19:15:20.609967,SUCCESS,884494,Key Fob,749257

2018-01-18 19:16:04.609967,FAIL,187964,Mobile App,573995

2018-01-18 19:16:52.609967,SUCCESS,687679,Phone Call,393307

2018-01-18 19:17:43.609967,SUCCESS,504648,Mobile App,467624

2018-01-18 19:18:01.609967,SUCCESS,342750,Phone Call,580478

2018-01-18 19:18:32.609967,SUCCESS,743870,Mobile App,381930

2018-01-18 19:19:25.609967,SUCCESS,464727,Phone Call,952817

2018-01-18 19:19:59.609967,SUCCESS,543509,Text,222964

2018-01-18 19:20:01.609967,SUCCESS,340487,Mobile App,851063

2018-01-18 19:20:15.609967,SUCCESS,533892,Text,504075

2018-01-18 19:20:37.609967,SUCCESS,903926,Mobile App,589405

2018-01-18 19:21:23.609967,SUCCESS,338780,Mobile App,399991

2018-01-18 19:21:42.609967,SUCCESS,476877,Mobile App,251218

2018-01-18 19:22:38.609967,SUCCESS,469170,Mobile App,827407

2018-01-18 19:22:42.609967,FAIL,224833,Mobile App,767144

2018-01-18 19:23:08.609967,SUCCESS,219274,Mobile App,752886

2018-01-18 19:24:03.609967,FAIL,890527,Mobile App,355067

2018-01-18 19:24:48.609967,SUCCESS,521761,Mobile App,305766

2018-01-18 19:24:51.609967,SUCCESS,643431,Text,449357

2018-01-18 19:25:50.609967,FAIL,284822,Mobile App,809670

2018-01-18 19:25:57.609967,SUCCESS,580326,Phone Call,583750

2018-01-18 19:26:03.609967,SUCCESS,731917,Mobile App,306046

2018-01-18 19:26:24.609967,SUCCESS,745793,Text,100051

2018-01-18 19:27:06.609967,SUCCESS,257129,Phone Call,153319

2018-01-18 19:27:43.609967,SUCCESS,326393,Text,438950

2018-01-18 19:28:17.609967,SUCCESS,594125,Text,378700

2018-01-18 19:29:05.609967,SUCCESS,754360,Text,121454

2018-01-18 19:29:43.609967,SUCCESS,562021,Text,538148

2018-01-18 19:29:46.609967,SUCCESS,684803,Phone Call,479175

2018-01-18 19:30:32.609967,SUCCESS,148208,Phone Call,812586

2018-01-18 19:30:52.609967,SUCCESS,875778,Mobile App,925579

2018-01-18 19:31:31.609967,SUCCESS,991651,Phone Call,735094

2018-01-18 19:31:42.609967,SUCCESS,507300,Mobile App,398455

2018-01-18 19:32:08.609967,SUCCESS,810100,Mobile App,138704

2018-01-18 19:32:41.609967,SUCCESS,123576,Key Fob,932904

2018-01-18 19:33:36.609967,SUCCESS,909238,Mobile App,411175

2018-01-18 19:33:42.609967,SUCCESS,840953,Mobile App,364815

2018-01-18 19:34:13.609967,FAIL,377802,Phone Call,130873

2018-01-18 19:35:10.609967,FAIL,601948,Mobile App,668880

2018-01-18 19:35:51.609967,SUCCESS,218513,Mobile App,339008

2018-01-18 19:35:55.609967,FAIL,839445,Mobile App,956589

2018-01-18 19:36:34.609967,SUCCESS,262391,Key Fob,424819

2018-01-18 19:37:06.609967,SUCCESS,994506,Phone Call,627293

2018-01-18 19:37:58.609967,SUCCESS,104565,Mobile App,584105

2018-01-18 19:38:41.609967,SUCCESS,620122,Mobile App,675737

2018-01-18 19:39:16.609967,FAIL,673927,Mobile App,912892

2018-01-18 19:39:17.609967,SUCCESS,668652,Phone Call,473024

2018-01-18 19:40:02.609967,SUCCESS,597525,Mobile App,288387

2018-01-18 19:40:54.609967,SUCCESS,678793,Key Fob,734470

2018-01-18 19:41:20.609967,SUCCESS,607207,Mobile App,168915

2018-01-18 19:41:45.609967,FAIL,487601,Mobile App,901112

2018-01-18 19:42:08.609967,SUCCESS,784021,Phone Call,729201

2018-01-18 19:42:52.609967,SUCCESS,340082,Mobile App,991666

2018-01-18 19:43:19.609967,SUCCESS,747826,Phone Call,999655

2018-01-18 19:43:23.609967,SUCCESS,336571,Text,214463

2018-01-18 19:43:40.609967,SUCCESS,350388,Mobile App,393307

2018-01-18 19:43:47.609967,SUCCESS,721004,Mobile App,955858

2018-01-18 19:44:40.609967,SUCCESS,316898,Phone Call,497828

2018-01-18 19:45:30.609967,FAIL,203718,Mobile App,806428

2018-01-18 19:45:48.609967,SUCCESS,985765,Text,338675

2018-01-18 19:46:19.609967,FAIL,255840,Phone Call,173709

2018-01-18 19:46:39.609967,SUCCESS,215840,Phone Call,182731

2018-01-18 19:47:06.609967,SUCCESS,833865,Phone Call,342784

2018-01-18 19:48:05.609967,SUCCESS,513843,Mobile App,289456

2018-01-18 19:48:20.609967,SUCCESS,839264,Mobile App,815881

2018-01-18 19:49:19.609967,SUCCESS,546273,Mobile App,187996

2018-01-18 19:49:45.609967,FAIL,147918,Phone Call,281895

2018-01-18 19:50:08.609967,SUCCESS,381736,Mobile App,818780

2018-01-18 19:50:10.609967,SUCCESS,183240,Phone Call,759268

2018-01-18 19:50:53.609967,FAIL,831836,Mobile App,353407

2018-01-18 19:51:27.609967,SUCCESS,756354,Mobile App,153574

2018-01-18 19:51:56.609967,SUCCESS,504648,Mobile App,467624

2018-01-18 19:51:57.609967,SUCCESS,875778,Mobile App,925579

2018-01-18 19:52:50.609967,SUCCESS,696149,Phone Call,880097

2018-01-18 19:53:44.609967,SUCCESS,622331,Mobile App,584947

2018-01-18 19:54:07.609967,SUCCESS,839445,Mobile App,956589

2018-01-18 19:54:11.609967,SUCCESS,373978,Text,183144

2018-01-18 19:54:46.609967,SUCCESS,512935,Mobile App,393678

2018-01-18 19:55:35.609967,FAIL,114193,Mobile App,628650

2018-01-18 19:56:10.609967,SUCCESS,140050,Mobile App,718762

2018-01-18 19:56:52.609967,SUCCESS,375622,Mobile App,339060

2018-01-18 19:57:24.609967,SUCCESS,161966,Mobile App,887245

2018-01-18 19:58:00.609967,SUCCESS,381736,Mobile App,818780

2018-01-18 19:58:24.609967,SUCCESS,159620,Mobile App,973518

2018-01-18 19:58:26.609967,FAIL,619461,Text,442194

2018-01-18 19:58:56.609967,FAIL,991226,Mobile App,837651

2018-01-18 19:59:17.609967,SUCCESS,512602,Key Fob,739094

2018-01-18 20:00:09.609967,SUCCESS,460269,Mobile App,923547

2018-01-18 20:00:32.609967,SUCCESS,288319,Key Fob,231656

2018-01-18 20:01:13.609967,SUCCESS,694402,Mobile App,904635

2018-01-18 20:01:19.609967,SUCCESS,704728,Text,729178

2018-01-18 20:02:03.609967,SUCCESS,546273,Mobile App,187996

2018-01-18 20:02:41.609967,FAIL,209569,Phone Call,742649

2018-01-18 20:03:05.609967,SUCCESS,238506,Mobile App,352196

2018-01-18 20:03:08.609967,SUCCESS,308379,Mobile App,932913

2018-01-18 20:03:12.609967,SUCCESS,615055,Mobile App,855390

2018-01-18 20:03:50.609967,SUCCESS,388203,Mobile App,607730

2018-01-18 20:04:29.609967,SUCCESS,771692,Phone Call,425048

2018-01-18 20:04:45.609967,SUCCESS,552478,Mobile App,939534

2018-01-18 20:04:50.609967,SUCCESS,483140,Key Fob,205332

2018-01-18 20:05:04.609967,SUCCESS,141745,Mobile App,417233

2018-01-18 20:05:40.609967,SUCCESS,138835,Mobile App,435975

2018-01-18 20:06:02.609967,SUCCESS,441678,Mobile App,473024

2018-01-18 20:06:21.609967,SUCCESS,845661,Mobile App,328071

2018-01-18 20:07:21.609967,SUCCESS,356811,Phone Call,631732

2018-01-18 20:08:21.609967,SUCCESS,798394,Text,242316

2018-01-18 20:08:29.609967,SUCCESS,916333,Mobile App,905770

2018-01-18 20:09:24.609967,SUCCESS,447111,Mobile App,279626

2018-01-18 20:10:17.609967,FAIL,578999,Mobile App,166386

2018-01-18 20:10:39.609967,SUCCESS,426863,Mobile App,433144

2018-01-18 20:11:30.609967,SUCCESS,657190,Mobile App,823293

2018-01-18 20:12:27.609967,SUCCESS,411903,Mobile App,297781

2018-01-18 20:13:03.609967,SUCCESS,111632,Text,400172

2018-01-18 20:13:58.609967,SUCCESS,870231,Phone Call,638686

2018-01-18 20:14:37.609967,FAIL,267210,Phone Call,899151

2018-01-18 20:14:45.609967,SUCCESS,207841,Mobile App,843192

2018-01-18 20:15:06.609967,FAIL,719455,Mobile App,386225

2018-01-18 20:15:27.609967,SUCCESS,961378,Phone Call,424819

2018-01-18 20:15:30.609967,SUCCESS,149274,Mobile App,916306

2018-01-18 20:15:37.609967,FAIL,311993,Mobile App,415015

2018-01-18 20:16:10.609967,SUCCESS,425308,Text,717221

2018-01-18 20:17:09.609967,SUCCESS,820250,Text,967379

2018-01-18 20:17:31.609967,SUCCESS,558071,Mobile App,363901

2018-01-18 20:18:07.609967,SUCCESS,688925,Mobile App,177510

2018-01-18 20:18:19.609967,FAIL,730387,Phone Call,688355

2018-01-18 20:18:31.609967,SUCCESS,853843,Phone Call,253798

2018-01-18 20:19:01.609967,SUCCESS,794778,Mobile App,174134

2018-01-18 20:20:00.609967,SUCCESS,802064,Mobile App,739630

2018-01-18 20:20:53.609967,SUCCESS,284180,Phone Call,474538

2018-01-18 20:21:30.609967,SUCCESS,557333,Phone Call,496037

2018-01-18 20:22:16.609967,SUCCESS,579742,Text,905770

2018-01-18 20:23:12.609967,SUCCESS,370874,Mobile App,462074

2018-01-18 20:23:57.609967,FAIL,797543,Mobile App,947118

2018-01-18 20:24:47.609967,SUCCESS,788453,Mobile App,762118

2018-01-18 20:24:59.609967,SUCCESS,989123,Phone Call,287183

2018-01-18 20:25:20.609967,SUCCESS,486006,Mobile App,637332

2018-01-18 20:25:50.609967,SUCCESS,789375,Key Fob,127127

2018-01-18 20:26:07.609967,SUCCESS,270855,Phone Call,989298

2018-01-18 20:26:55.609967,SUCCESS,103054,Mobile App,884120

2018-01-18 20:27:54.609967,SUCCESS,251076,Key Fob,785526

2018-01-18 20:28:11.609967,SUCCESS,762620,Mobile App,130873

2018-01-18 20:28:33.609967,SUCCESS,426963,Text,607730

2018-01-18 20:28:39.609967,SUCCESS,931537,Mobile App,433565

2018-01-18 20:29:38.609967,SUCCESS,439195,Mobile App,266563

2018-01-18 20:29:52.609967,SUCCESS,145323,Mobile App,912824

2018-01-18 20:30:43.609967,SUCCESS,215054,Mobile App,679503

2018-01-18 20:31:33.609967,SUCCESS,859136,Mobile App,234167

2018-01-18 20:32:09.609967,SUCCESS,153738,Mobile App,300322

2018-01-18 20:32:17.609967,SUCCESS,328558,Key Fob,588085

2018-01-18 20:32:59.609967,SUCCESS,859677,Phone Call,327472

2018-01-18 20:33:42.609967,SUCCESS,582555,Text,330980

2018-01-18 20:34:19.609967,FAIL,754360,Text,121454

2018-01-18 20:35:16.609967,SUCCESS,899923,Mobile App,647608

2018-01-18 20:35:26.609967,SUCCESS,210873,Text,722730

2018-01-18 20:36:04.609967,SUCCESS,366324,Mobile App,934067

2018-01-18 20:36:16.609967,SUCCESS,201301,Phone Call,599152

2018-01-18 20:36:57.609967,FAIL,211221,Phone Call,763461

2018-01-18 20:37:38.609967,SUCCESS,345989,Mobile App,197851

2018-01-18 20:38:16.609967,SUCCESS,910481,Phone Call,236981

2018-01-18 20:38:55.609967,SUCCESS,727812,Key Fob,696664

2018-01-18 20:39:25.609967,SUCCESS,715495,Phone Call,464699

2018-01-18 20:39:42.609967,SUCCESS,498593,Phone Call,688878

2018-01-18 20:40:23.609967,SUCCESS,714921,Phone Call,706693

2018-01-18 20:41:16.609967,SUCCESS,546273,Mobile App,187996

