Timestamp,Authentication Success,Device ID,Device Type,User ID
2018-01-17 17:36:59.368940,SUCCESS,406477,Mobile App,864682
2018-01-17 17:37:17.368940,FAIL,467506,Phone Call,575116
2018-01-17 17:37:23.368940,SUCCESS,291267,Mobile App,828300
2018-01-17 17:37:27.368940,SUCCESS,933774,Key Fob,752407
2018-01-17 17:38:07.368940,FAIL,829470,Phone Call,796816
2018-01-17 17:39:03.368940,FAIL,579163,Phone Call,902765
2018-01-17 17:39:48.368940,FAIL,964937,Phone Call,827269
2018-01-17 17:39:50.368940,FAIL,593765,Mobile App,373940
2018-01-17 17:40:20.368940,SUCCESS,532194,Mobile App,588365
2018-01-17 17:40:54.368940,SUCCESS,394859,Mobile App,835813
2018-01-17 17:41:51.368940,FAIL,167758,Phone Call,168280
2018-01-17 17:42:43.368940,SUCCESS,392589,Text,683853
2018-01-17 17:43:24.368940,SUCCESS,211947,Text,385625
2018-01-17 17:43:33.368940,FAIL,991094,Key Fob,700913
2018-01-17 17:44:29.368940,FAIL,137471,Mobile App,746644
2018-01-17 17:44:34.368940,FAIL,386780,Mobile App,599865
2018-01-17 17:44:50.368940,FAIL,164076,Phone Call,554018
2018-01-17 17:45:35.368940,FAIL,430076,Mobile App,148964
2018-01-17 17:46:18.368940,FAIL,520250,Phone Call,910658
2018-01-17 17:46:37.368940,SUCCESS,461494,Mobile App,185254
2018-01-17 17:46:46.368940,FAIL,845529,Mobile App,437392
2018-01-17 17:46:51.368940,SUCCESS,874076,Mobile App,722122
2018-01-17 17:47:44.368940,FAIL,279848,Text,194140
2018-01-17 17:48:19.368940,SUCCESS,689094,Mobile App,841057
2018-01-17 17:48:43.368940,FAIL,288751,Mobile App,422258
2018-01-17 17:49:20.368940,FAIL,129263,Text,359950
2018-01-17 17:50:05.368940,FAIL,163597,Phone Call,444113
2018-01-17 17:51:01.368940,FAIL,571647,Mobile App,798058
2018-01-17 17:51:02.368940,FAIL,440194,Text,870128
2018-01-17 17:51:58.368940,SUCCESS,473305,Text,663532
2018-01-17 17:52:30.368940,SUCCESS,764358,Phone Call,374481
2018-01-17 17:52:58.368940,SUCCESS,774554,Mobile App,195579
2018-01-17 17:53:12.368940,SUCCESS,841520,Mobile App,793291
2018-01-17 17:53:16.368940,FAIL,852463,Key Fob,823095
2018-01-17 17:53:34.368940,SUCCESS,852132,Mobile App,441318
2018-01-17 17:53:50.368940,FAIL,624266,Key Fob,124931
2018-01-17 17:54:48.368940,FAIL,566607,Phone Call,171196
2018-01-17 17:54:55.368940,FAIL,529360,Phone Call,464739
2018-01-17 17:55:43.368940,FAIL,790461,Mobile App,817008
2018-01-17 17:56:06.368940,FAIL,987280,Mobile App,870128
2018-01-17 17:56:58.368940,SUCCESS,702955,Mobile App,306099
2018-01-17 17:57:05.368940,FAIL,804099,Mobile App,743573
2018-01-17 17:58:01.368940,SUCCESS,940104,Phone Call,350684
2018-01-17 17:58:07.368940,FAIL,608424,Mobile App,691004
2018-01-17 17:58:56.368940,FAIL,559984,Text,679205
2018-01-17 17:59:39.368940,FAIL,621769,Mobile App,313988
2018-01-17 18:00:11.368940,SUCCESS,503995,Text,150213
2018-01-17 18:00:22.368940,SUCCESS,229053,Mobile App,321414
2018-01-17 18:00:54.368940,SUCCESS,170851,Phone Call,716136
2018-01-17 18:01:23.368940,FAIL,552534,Phone Call,359950
2018-01-17 18:02:19.368940,SUCCESS,511315,Key Fob,491519
2018-01-17 18:03:19.368940,FAIL,464101,Mobile App,537741
2018-01-17 18:03:27.368940,FAIL,133910,Phone Call,411390
2018-01-17 18:04:04.368940,FAIL,584428,Mobile App,954377
2018-01-17 18:04:42.368940,FAIL,807952,Key Fob,510057
2018-01-17 18:05:35.368940,SUCCESS,529993,Phone Call,357465
2018-01-17 18:06:00.368940,FAIL,311135,Key Fob,302473
2018-01-17 18:06:30.368940,FAIL,595484,Mobile App,363584
2018-01-17 18:07:23.368940,SUCCESS,315801,Text,365438
2018-01-17 18:07:31.368940,SUCCESS,785532,Mobile App,161004
2018-01-17 18:08:23.368940,SUCCESS,999886,Mobile App,907063
2018-01-17 18:08:58.368940,SUCCESS,721109,Text,657554
2018-01-17 18:09:31.368940,FAIL,514730,Phone Call,964643
2018-01-17 18:09:47.368940,FAIL,360495,Phone Call,357987
2018-01-17 18:10:33.368940,SUCCESS,688727,Text,700913
2018-01-17 18:11:29.368940,FAIL,403803,Text,265786
2018-01-17 18:12:15.368940,FAIL,758279,Mobile App,628595
2018-01-17 18:12:42.368940,SUCCESS,301010,Text,469007
2018-01-17 18:13:38.368940,SUCCESS,229053,Mobile App,321414
2018-01-17 18:13:47.368940,SUCCESS,825586,Phone Call,643515
2018-01-17 18:14:01.368940,SUCCESS,613228,Mobile App,451180
2018-01-17 18:14:28.368940,SUCCESS,228964,Phone Call,154075
2018-01-17 18:14:46.368940,FAIL,347560,Phone Call,363584
2018-01-17 18:15:32.368940,FAIL,535451,Mobile App,385795
2018-01-17 18:16:28.368940,FAIL,729990,Mobile App,874181
2018-01-17 18:16:39.368940,SUCCESS,640625,Text,603043
2018-01-17 18:17:04.368940,SUCCESS,545187,Phone Call,366387
2018-01-17 18:17:45.368940,FAIL,571647,Mobile App,798058
2018-01-17 18:18:16.368940,SUCCESS,525827,Phone Call,960250
2018-01-17 18:19:09.368940,FAIL,496461,Text,180294
2018-01-17 18:19:38.368940,FAIL,785344,Mobile App,318121
2018-01-17 18:19:51.368940,SUCCESS,169729,Mobile App,422666
2018-01-17 18:19:54.368940,SUCCESS,729182,Mobile App,867411
2018-01-17 18:20:15.368940,SUCCESS,657098,Mobile App,583122
2018-01-17 18:21:00.368940,FAIL,913422,Mobile App,159115
2018-01-17 18:21:59.368940,SUCCESS,680967,Mobile App,241743
2018-01-17 18:22:14.368940,FAIL,673534,Mobile App,269633
2018-01-17 18:22:48.368940,SUCCESS,822269,Phone Call,311686
2018-01-17 18:23:09.368940,SUCCESS,227048,Mobile App,629669
2018-01-17 18:23:29.368940,FAIL,580867,Phone Call,331176
2018-01-17 18:24:27.368940,SUCCESS,963707,Phone Call,602395
2018-01-17 18:25:04.368940,SUCCESS,137325,Phone Call,655328
2018-01-17 18:25:13.368940,SUCCESS,948518,Mobile App,646558
2018-01-17 18:25:22.368940,FAIL,710407,Phone Call,889944
2018-01-17 18:26:09.368940,SUCCESS,829696,Mobile App,509870
2018-01-17 18:26:47.368940,SUCCESS,315075,Mobile App,623027
2018-01-17 18:26:54.368940,FAIL,569315,Phone Call,720718
2018-01-17 18:27:49.368940,SUCCESS,578905,Mobile App,729462
2018-01-17 18:27:58.368940,FAIL,509768,Mobile App,388550
2018-01-17 18:28:19.368940,SUCCESS,437461,Phone Call,956162
2018-01-17 18:28:58.368940,SUCCESS,207980,Mobile App,688634
2018-01-17 18:29:22.368940,SUCCESS,439035,Text,954377
2018-01-17 18:29:39.368940,SUCCESS,437719,Mobile App,944093
2018-01-17 18:30:21.368940,FAIL,511315,Key Fob,491519
2018-01-17 18:30:40.368940,SUCCESS,829068,Mobile App,162185
2018-01-17 18:31:32.368940,FAIL,418851,Mobile App,618488
2018-01-17 18:31:56.368940,FAIL,700984,Mobile App,526176
2018-01-17 18:32:14.368940,FAIL,107834,Text,744349
2018-01-17 18:32:36.368940,SUCCESS,774836,Mobile App,795359
2018-01-17 18:32:51.368940,FAIL,303696,Text,471770
2018-01-17 18:33:51.368940,SUCCESS,723794,Phone Call,271695
2018-01-17 18:34:17.368940,SUCCESS,845360,Mobile App,995351
2018-01-17 18:34:49.368940,SUCCESS,974265,Text,491519
2018-01-17 18:35:41.368940,SUCCESS,957347,Mobile App,733835
2018-01-17 18:35:44.368940,SUCCESS,725026,Mobile App,833868
2018-01-17 18:36:14.368940,SUCCESS,418851,Mobile App,618488
2018-01-17 18:36:44.368940,SUCCESS,713452,Mobile App,676444
2018-01-17 18:37:42.368940,SUCCESS,713452,Mobile App,676444
2018-01-17 18:37:56.368940,FAIL,498932,Text,572768
2018-01-17 18:38:02.368940,SUCCESS,111076,Mobile App,696451
2018-01-17 18:38:40.368940,SUCCESS,873827,Text,612198
2018-01-17 18:39:22.368940,FAIL,167760,Mobile App,312257
2018-01-17 18:40:10.368940,SUCCESS,676784,Phone Call,436791
2018-01-17 18:40:56.368940,SUCCESS,437922,Mobile App,826390
2018-01-17 18:41:42.368940,SUCCESS,899088,Text,277551
2018-01-17 18:42:15.368940,SUCCESS,591305,Mobile App,311301
2018-01-17 18:43:05.368940,FAIL,842286,Mobile App,928752
2018-01-17 18:43:38.368940,FAIL,352409,Text,838119
2018-01-17 18:43:41.368940,FAIL,273012,Phone Call,249749
2018-01-17 18:44:30.368940,SUCCESS,718758,Mobile App,358337
2018-01-17 18:45:00.368940,SUCCESS,867622,Phone Call,612198
2018-01-17 18:45:24.368940,SUCCESS,974510,Phone Call,422782
2018-01-17 18:46:15.368940,SUCCESS,845360,Mobile App,995351
2018-01-17 18:46:34.368940,SUCCESS,617868,Mobile App,632660
2018-01-17 18:47:09.368940,FAIL,326168,Text,833868
2018-01-17 18:47:18.368940,FAIL,870698,Phone Call,417970
2018-01-17 18:48:16.368940,SUCCESS,256138,Mobile App,964431
2018-01-17 18:49:12.368940,SUCCESS,767327,Phone Call,210094
2018-01-17 18:49:23.368940,SUCCESS,503995,Text,150213
2018-01-17 18:49:41.368940,SUCCESS,657921,Phone Call,538337
2018-01-17 18:50:38.368940,SUCCESS,708837,Mobile App,659077
2018-01-17 18:51:30.368940,FAIL,351748,Key Fob,716763
2018-01-17 18:52:15.368940,SUCCESS,658665,Mobile App,820379
2018-01-17 18:52:41.368940,FAIL,222098,Mobile App,173278
2018-01-17 18:52:54.368940,FAIL,669604,Mobile App,645894
2018-01-17 18:53:09.368940,FAIL,858861,Mobile App,507489
2018-01-17 18:53:47.368940,FAIL,850858,Mobile App,796816
2018-01-17 18:54:12.368940,SUCCESS,157359,Mobile App,554723
2018-01-17 18:54:52.368940,SUCCESS,167760,Mobile App,312257
2018-01-17 18:54:56.368940,FAIL,699002,Mobile App,223526
2018-01-17 18:55:06.368940,SUCCESS,767327,Phone Call,210094
2018-01-17 18:55:48.368940,FAIL,174902,Mobile App,446952
2018-01-17 18:55:58.368940,SUCCESS,320890,Phone Call,393594
2018-01-17 18:56:55.368940,FAIL,998042,Mobile App,465669
2018-01-17 18:57:19.368940,FAIL,427264,Text,850823
2018-01-17 18:58:14.368940,SUCCESS,829068,Mobile App,162185
2018-01-17 18:58:58.368940,SUCCESS,386776,Text,248392
2018-01-17 18:59:44.368940,FAIL,443554,Text,909515
2018-01-17 19:00:39.368940,SUCCESS,385556,Mobile App,422782
2018-01-17 19:00:40.368940,SUCCESS,502926,Text,855203
2018-01-17 19:00:55.368940,SUCCESS,704906,Mobile App,549582
2018-01-17 19:01:05.368940,SUCCESS,792662,Phone Call,366427
2018-01-17 19:01:08.368940,FAIL,203405,Mobile App,368409
2018-01-17 19:01:18.368940,SUCCESS,974044,Mobile App,210721
2018-01-17 19:01:56.368940,FAIL,550839,Mobile App,522764
2018-01-17 19:02:02.368940,SUCCESS,867547,Mobile App,372147
2018-01-17 19:03:02.368940,FAIL,882213,Phone Call,487004
2018-01-17 19:03:57.368940,SUCCESS,411652,Mobile App,470398
2018-01-17 19:04:40.368940,SUCCESS,343698,Mobile App,819387
2018-01-17 19:05:02.368940,SUCCESS,213215,Mobile App,321103
2018-01-17 19:05:45.368940,SUCCESS,443918,Mobile App,762470
2018-01-17 19:06:23.368940,FAIL,726451,Mobile App,701449
2018-01-17 19:06:26.368940,SUCCESS,845529,Mobile App,437392
2018-01-17 19:06:55.368940,SUCCESS,585514,Mobile App,865824
2018-01-17 19:07:33.368940,FAIL,644881,Mobile App,286575
2018-01-17 19:07:55.368940,SUCCESS,719668,Mobile App,271695
2018-01-17 19:08:11.368940,SUCCESS,571107,Phone Call,195579
2018-01-17 19:09:09.368940,SUCCESS,174902,Mobile App,446952
2018-01-17 19:09:21.368940,FAIL,903270,Phone Call,790656
2018-01-17 19:09:52.368940,SUCCESS,563542,Mobile App,827269
2018-01-17 19:10:16.368940,FAIL,340899,Text,649579
2018-01-17 19:11:03.368940,FAIL,242692,Mobile App,206224
2018-01-17 19:11:09.368940,FAIL,697816,Text,635540
2018-01-17 19:11:13.368940,SUCCESS,947488,Text,491143
2018-01-17 19:11:15.368940,SUCCESS,426388,Phone Call,133631
2018-01-17 19:11:49.368940,FAIL,699002,Mobile App,223526
2018-01-17 19:12:33.368940,FAIL,748933,Mobile App,380695
2018-01-17 19:13:26.368940,FAIL,143506,Mobile App,633212
2018-01-17 19:13:50.368940,FAIL,900358,Mobile App,747588
2018-01-17 19:14:05.368940,FAIL,654065,Mobile App,781666
2018-01-17 19:14:20.368940,SUCCESS,163727,Key Fob,846199
2018-01-17 19:14:58.368940,FAIL,318675,Mobile App,166090
2018-01-17 19:15:27.368940,SUCCESS,419849,Mobile App,416754
2018-01-17 19:15:47.368940,SUCCESS,762820,Mobile App,150908
2018-01-17 19:16:24.368940,SUCCESS,533321,Phone Call,232052
2018-01-17 19:17:02.368940,FAIL,566125,Mobile App,595047
2018-01-17 19:17:49.368940,FAIL,386096,Text,526713
2018-01-17 19:17:57.368940,SUCCESS,478865,Phone Call,840596
2018-01-17 19:18:56.368940,FAIL,193851,Mobile App,153811
2018-01-17 19:19:24.368940,SUCCESS,693408,Mobile App,234867
2018-01-17 19:19:44.368940,FAIL,905060,Mobile App,341235
2018-01-17 19:20:21.368940,SUCCESS,638024,Phone Call,964431
2018-01-17 19:20:35.368940,FAIL,689068,Text,758822
2018-01-17 19:21:24.368940,FAIL,739287,Phone Call,294399
2018-01-17 19:21:56.368940,SUCCESS,964937,Phone Call,827269
2018-01-17 19:22:40.368940,FAIL,569106,Phone Call,441318
2018-01-17 19:23:01.368940,FAIL,970987,Mobile App,715071
2018-01-17 19:23:23.368940,SUCCESS,901314,Mobile App,204807
2018-01-17 19:23:26.368940,FAIL,604913,Text,946545
2018-01-17 19:24:06.368940,FAIL,124455,Mobile App,583035
2018-01-17 19:24:12.368940,SUCCESS,580867,Phone Call,331176
2018-01-17 19:25:09.368940,SUCCESS,654065,Mobile App,781666
2018-01-17 19:25:18.368940,FAIL,570751,Text,232568
2018-01-17 19:25:34.368940,FAIL,100769,Mobile App,314126
2018-01-17 19:25:50.368940,SUCCESS,537323,Mobile App,554125
2018-01-17 19:25:54.368940,SUCCESS,718806,Text,295637
2018-01-17 19:26:45.368940,FAIL,250822,Phone Call,205960
2018-01-17 19:27:37.368940,SUCCESS,644010,Phone Call,598613
2018-01-17 19:28:13.368940,SUCCESS,921174,Text,232136
2018-01-17 19:28:46.368940,FAIL,995791,Text,717003
2018-01-17 19:29:27.368940,FAIL,910202,Mobile App,906025
2018-01-17 19:29:52.368940,FAIL,665147,Key Fob,708958
2018-01-17 19:30:17.368940,FAIL,474547,Key Fob,575116
2018-01-17 19:30:22.368940,SUCCESS,537889,Phone Call,712508
2018-01-17 19:30:35.368940,SUCCESS,737145,Text,335688
2018-01-17 19:30:50.368940,FAIL,893643,Mobile App,930122
2018-01-17 19:31:40.368940,FAIL,916465,Phone Call,383301
2018-01-17 19:31:43.368940,SUCCESS,860509,Text,448133
2018-01-17 19:32:42.368940,FAIL,515475,Mobile App,868241
2018-01-17 19:33:37.368940,SUCCESS,883426,Mobile App,318326
2018-01-17 19:34:32.368940,SUCCESS,837212,Mobile App,573224
2018-01-17 19:35:31.368940,SUCCESS,446334,Mobile App,388382
2018-01-17 19:36:15.368940,FAIL,201815,Mobile App,712508
2018-01-17 19:37:01.368940,FAIL,120405,Mobile App,289128
2018-01-17 19:37:08.368940,SUCCESS,586824,Phone Call,889406
2018-01-17 19:37:42.368940,SUCCESS,498932,Text,572768
2018-01-17 19:38:32.368940,SUCCESS,578743,Phone Call,788551
2018-01-17 19:39:19.368940,SUCCESS,330585,Text,676444
2018-01-17 19:39:23.368940,SUCCESS,762212,Phone Call,420587
2018-01-17 19:39:45.368940,FAIL,758668,Phone Call,335688
2018-01-17 19:40:35.368940,SUCCESS,726453,Phone Call,822152
2018-01-17 19:40:39.368940,FAIL,155197,Phone Call,356792
2018-01-17 19:41:01.368940,SUCCESS,352261,Phone Call,840561
2018-01-17 19:41:16.368940,SUCCESS,128084,Mobile App,482877
2018-01-17 19:41:21.368940,FAIL,566551,Phone Call,127333
2018-01-17 19:41:23.368940,FAIL,901314,Mobile App,204807
2018-01-17 19:41:25.368940,SUCCESS,460592,Mobile App,207041
2018-01-17 19:41:43.368940,SUCCESS,155197,Phone Call,356792
2018-01-17 19:42:23.368940,SUCCESS,608424,Mobile App,691004
2018-01-17 19:43:05.368940,SUCCESS,228964,Phone Call,154075
2018-01-17 19:43:53.368940,SUCCESS,397165,Mobile App,291888
2018-01-17 19:44:30.368940,FAIL,693309,Phone Call,826890
2018-01-17 19:45:03.368940,SUCCESS,999991,Mobile App,463158
2018-01-17 19:45:29.368940,SUCCESS,465555,Text,998467
2018-01-17 19:45:59.368940,FAIL,202165,Mobile App,295540
2018-01-17 19:46:27.368940,SUCCESS,381701,Phone Call,875133
2018-01-17 19:46:28.368940,FAIL,369112,Phone Call,996843
2018-01-17 19:47:04.368940,SUCCESS,331912,Phone Call,409992
2018-01-17 19:47:47.368940,SUCCESS,255165,Text,317213
2018-01-17 19:48:12.368940,FAIL,431773,Phone Call,509178
2018-01-17 19:48:14.368940,FAIL,186652,Mobile App,995963
2018-01-17 19:48:57.368940,SUCCESS,288751,Mobile App,422258
2018-01-17 19:49:00.368940,FAIL,466310,Mobile App,542048
2018-01-17 19:49:18.368940,FAIL,170079,Mobile App,476230
2018-01-17 19:49:51.368940,FAIL,349681,Phone Call,586039
2018-01-17 19:50:41.368940,SUCCESS,453965,Mobile App,790656
2018-01-17 19:50:53.368940,SUCCESS,368558,Mobile App,968761
2018-01-17 19:51:29.368940,FAIL,723359,Mobile App,769379
2018-01-17 19:51:57.368940,FAIL,191433,Text,413125
2018-01-17 19:52:23.368940,FAIL,507936,Mobile App,943681
2018-01-17 19:53:04.368940,FAIL,918174,Mobile App,204939
2018-01-17 19:53:36.368940,FAIL,762212,Phone Call,420587
2018-01-17 19:54:16.368940,SUCCESS,386776,Text,248392
2018-01-17 19:54:44.368940,FAIL,816174,Mobile App,253587
2018-01-17 19:55:11.368940,FAIL,120495,Mobile App,409377
2018-01-17 19:55:52.368940,FAIL,762251,Mobile App,599378
2018-01-17 19:56:17.368940,FAIL,729844,Text,943210
2018-01-17 19:56:25.368940,SUCCESS,852400,Mobile App,195651
2018-01-17 19:57:20.368940,SUCCESS,797709,Text,613342
2018-01-17 19:58:05.368940,FAIL,394859,Mobile App,835813
2018-01-17 19:58:35.368940,FAIL,561949,Mobile App,861016
2018-01-17 19:59:09.368940,FAIL,798079,Phone Call,223377
2018-01-17 20:00:05.368940,FAIL,186652,Mobile App,995963
2018-01-17 20:00:06.368940,SUCCESS,916762,Phone Call,730016
2018-01-17 20:00:56.368940,FAIL,392950,Mobile App,659476
2018-01-17 20:01:25.368940,SUCCESS,183226,Phone Call,130769
2018-01-17 20:01:28.368940,FAIL,287711,Mobile App,423879
2018-01-17 20:01:30.368940,SUCCESS,665482,Mobile App,519668
2018-01-17 20:02:21.368940,SUCCESS,463051,Mobile App,708166
2018-01-17 20:02:39.368940,FAIL,993726,Key Fob,857845
2018-01-17 20:03:31.368940,SUCCESS,282006,Mobile App,610383
2018-01-17 20:04:16.368940,FAIL,888155,Phone Call,953446
2018-01-17 20:04:31.368940,SUCCESS,877806,Mobile App,565586
2018-01-17 20:04:45.368940,SUCCESS,997876,Mobile App,454598
2018-01-17 20:05:12.368940,SUCCESS,793418,Mobile App,948820
2018-01-17 20:05:52.368940,SUCCESS,369112,Phone Call,996843
2018-01-17 20:06:19.368940,SUCCESS,835911,Phone Call,184486
2018-01-17 20:06:51.368940,FAIL,877365,Mobile App,364287
2018-01-17 20:07:51.368940,SUCCESS,900358,Mobile App,747588
2018-01-17 20:08:29.368940,SUCCESS,413445,Phone Call,318121
2018-01-17 20:08:48.368940,SUCCESS,418851,Mobile App,618488
2018-01-17 20:09:23.368940,SUCCESS,561171,Mobile App,624306
2018-01-17 20:09:45.368940,FAIL,168627,Key Fob,836868
2018-01-17 20:09:51.368940,FAIL,772690,Mobile App,331169
2018-01-17 20:10:10.368940,SUCCESS,370604,Phone Call,793670
2018-01-17 20:10:48.368940,FAIL,494645,Mobile App,424002
2018-01-17 20:11:46.368940,SUCCESS,529590,Phone Call,321414
2018-01-17 20:12:02.368940,FAIL,667765,Mobile App,524490
2018-01-17 20:12:30.368940,FAIL,792984,Text,551585
2018-01-17 20:13:13.368940,FAIL,109154,Phone Call,624306
2018-01-17 20:13:58.368940,SUCCESS,765927,Mobile App,518217
2018-01-17 20:14:35.368940,FAIL,327646,Mobile App,492345
2018-01-17 20:15:31.368940,FAIL,527651,Text,411390
2018-01-17 20:16:26.368940,SUCCESS,508747,Phone Call,711811
2018-01-17 20:16:59.368940,FAIL,766279,Mobile App,138763
2018-01-17 20:17:57.368940,FAIL,953318,Mobile App,124931
2018-01-17 20:18:03.368940,SUCCESS,798051,Phone Call,154798
2018-01-17 20:18:49.368940,SUCCESS,793418,Mobile App,948820
2018-01-17 20:19:32.368940,SUCCESS,973275,Mobile App,500874
2018-01-17 20:20:19.368940,SUCCESS,893643,Mobile App,930122
2018-01-17 20:20:23.368940,SUCCESS,653200,Phone Call,422059
2018-01-17 20:21:00.368940,FAIL,494369,Mobile App,614668
2018-01-17 20:21:56.368940,FAIL,996819,Mobile App,811697
2018-01-17 20:22:14.368940,FAIL,206634,Phone Call,595975
2018-01-17 20:22:16.368940,SUCCESS,119042,Mobile App,124131
2018-01-17 20:23:09.368940,FAIL,981941,Mobile App,422400
2018-01-17 20:24:06.368940,FAIL,932240,Text,488818
2018-01-17 20:24:21.368940,SUCCESS,446402,Key Fob,727832
2018-01-17 20:24:58.368940,FAIL,776885,Mobile App,543073
2018-01-17 20:25:33.368940,SUCCESS,895715,Phone Call,416754
2018-01-17 20:25:38.368940,FAIL,614744,Text,785891
2018-01-17 20:25:46.368940,SUCCESS,945028,Phone Call,132081
2018-01-17 20:26:43.368940,SUCCESS,283449,Key Fob,944460
2018-01-17 20:27:22.368940,FAIL,495041,Key Fob,171767
2018-01-17 20:27:39.368940,FAIL,978973,Mobile App,227864
2018-01-17 20:28:29.368940,FAIL,156776,Phone Call,269633
2018-01-17 20:29:22.368940,FAIL,676093,Text,793670
2018-01-17 20:30:00.368940,FAIL,676526,Text,424878
2018-01-17 20:30:52.368940,SUCCESS,249520,Mobile App,111754
2018-01-17 20:31:19.368940,SUCCESS,368558,Mobile App,968761
2018-01-17 20:31:20.368940,FAIL,614865,Phone Call,931072
